Company,NET Income,Operating Income,Total Assets,Number of Employees,Buyers
KOB,46182,86029,374449,509,[QUU;MDW;PBP;BEJ]
THG,78475,185606,748913,1287,[BEJ;QSH;NED;EQV;EWR;RFF]
YJX,96041,253397,991535,1857,[RFF;YKH;ISU;OPB;SNV]
DMO,23608,35687,167730,171,[RHP;SNV;FMN]
NET,55900,112583,477388,707,[FMN;CXX;WWS;SHO;STO;PBD]
WWY,88193,221923,879748,1590,[PBD;LEL;GLS;SWI;BQX]
SGL,73467,168039,684769,1144,[BQX;FAD]
BYP,15760,21900,106474,93,[BWU;FAD;DUO]
XJC,91034,233095,919581,1684,[CMP;DUO]
GBH,33326,55416,251169,296,[DUO;DVW;VNE]
QTL,65619,142077,588731,936,[QDC;VNE;FQV;VOO;KDU]
LDY,50893,98534,423301,601,[KDU;BLK;LGC;DOB]
VVD,83185,202842,811278,1430,[FWR;DOB;ACH]
AYU,10752,14103,70247,55,[ACH;UXQ;HLA;CKL;BZB;QVH]
JQZ,43044,78083,343002,452,[VDV;QVH;GQI;ZOM]
OSQ,60611,126512,530309,814,[ZOM;THI;PHL;NOP;HEO;EBT]
TVI,78178,184542,745046,1279,[JUI]
DNN,20470,29945,142580,138,[CKG]
IPE,38037,66037,294638,367,[EBT;SFL]
RHJ,70329,157428,645712,1058,[SFL;FQH;KTK;PBO;TJT;TFM]
NSV,55603,111728,474117,700,[TFM;NLL;SPL;CLC;EHE]
WKA,87896,220770,875624,1580,[EHE;QAJ;FJX;PAM;RFQ]
FCF,30188,48724,223308,252,[RFQ;SOL]
BMR,15462,21414,104257,91,[WEB;SOL]
PHO,65321,141130,585194,928,[XIU;SOL]
ZZS,97614,259935,1014597,1913,[SOL;AFY;RQM]
EBK,25181,38681,180666,189,[RQM;LGI;AHJ;PRB]
NUP,57473,117157,494838,742,[PRB;FHO]
SWG,75040,173472,704675,1188,[FHO;GAG;GSH;OVJ]
XZX,92606,239385,941933,1738,[OVJ;OAM]
HRC,34899,58885,265463,319,[OAM;WAN;YAU;HGJ;NOF;NTS]
CBP,20173,29417,140245,135,[LYE;NTS;PNT;BTV]
MTU,52465,102861,440043,633,[BTV;MVY;QLR]
VLY,84758,208750,832542,1479,[QSB;QLR;LHB]
RWL,70032,156440,642060,1050,[LHB;RJR;VQM]
AOQ,12324,16466,81379,66,[VQM;FJY]
KGU,44617,82027,358655,480,[FJY;QKJ;WIW;WKL;MFH;AJZ]
PIM,62183,131314,548409,851,[AJZ;NSJ;MGF;OSI;ZRE]
KTY,47458,89348,387485,533,[WGG;ZRE;OSA;TXY]
ULD,79750,190204,765602,1325,[TXY;LEU;RIS;JTL;TAM]
DDI,22043,32785,155077,154,[NYX;TAM;GOP;WWW]
IFZ,39609,69735,309583,393,[WWW;DUO;UNN;TTX;DAM;XEU]
NIR,57176,116287,491526,735,[XEU;TSU;OAG;EUX;SIX]
WAW,89468,226906,897537,1632,[SIX;KBM;ESW;IEM]
SKI,74742,172438,700890,1180,[IEM;KKN;POA;WTD]
CCN,17035,24009,116054,105,[WTD;BIJ]
HFE,34601,58223,262739,314,[BIJ;IGR;QHW;VYK]
QXJ,66894,146165,603961,968,[ETG]
VZA,84461,207629,828510,1470,[VYK;HXC]
ACS,12027,16014,79259,64,[RYP;HXC;QKS;LHK;HJW]
JUX,44320,81277,355683,475,[HJW;IAS;KTK;EHD]
TMB,76612,178980,724792,1233,[EHD;OBN]
OWO,61886,130401,544972,844,[VEU;OBN]
YOT,94179,245755,964515,1792,[OBN;GSB;KAU]
HHY,36471,62430,279970,343,[ZHE;KAU;JAS]
DRK,21745,32241,152694,151,[JAS;NDM;CTN;VCB;LWI;XTY]
MJP,54038,107267,457013,666,[UPE;XTY;LJU;AIQ]
RMG,71604,161703,661477,1093,[AIQ;ZUZ;KDG;MJS;DWB;CLI]
BEL,13897,18908,92737,78,[RYY;CLI;NWF;XPS]
WOY,89171,225741,893380,1622,[XPS;QGB;YCZ;YCY;QMW;HTY]
GGD,31464,51408,234531,269,[HTY;IGZ]
LJU,49030,93507,403747,564,[IGZ;YTK;NIW;ZBV;QWB;TYP]
UBZ,81323,195945,786386,1373,[TYP;MND;VZG;FHQ;KJC]
JVV,41182,73512,324756,419,[KJC;IQH;PWJ;KYO]
EGH,26456,41165,191313,204,[KYO;MCM]
OYM,58748,120921,509146,771,[MCM;ILB;KBD;DAT;FPH;SVY]
TAE,76315,177934,720974,1225,[SVY;TIH;CMY;GTA;KAC]
CSI,18607,26680,128064,119,[KAC;WLJ;GKD;BAU;LKE]
YDV,93882,244546,960233,1781,[JYC]
HVA,36174,61754,277212,338,[LKE;QFV]
QNF,68466,151274,622940,1009,[USB;QFV]
VPW,86033,213597,849943,1520,[QFV;BUH;DCS]
BSN,13600,18441,90576,76,[DCS;YMS;YLZ;JVP]
KKS,45892,85282,371506,503,[JVP;PDB]
PMJ,63459,135268,563260,882,[XXB;PDB;AEW]
UPB,81025,194852,782434,1364,[JSD;AEW]
DHG,23318,35144,165369,168,[AEW;JWN;HAW]
NZK,55610,111748,474194,700,[HAW;VFD]
NMO,58451,120040,505800,764,[VFD;GKC;IEM;QCX;WGV;VBI]
XET,90744,231943,915482,1674,[VBI;SPU;BMG;MQC;FKW]
GWY,33036,54785,248557,292,[FKW;RPG;MHK;OVA]
LZP,50603,97744,420236,595,[OVA;GKE]
VRU,82895,201760,807381,1421,[GKE;PQP;ULE;JXM;RIJ;PKF]
QBH,68169,150303,619337,1001,[PKF;TPF;UCY]
VEY,85736,212464,845876,1510,[YCT;UCY]
FWD,28028,44296,204640,224,[UCY;LLP;TGS]
OOI,60321,125635,526994,807,[TGS;FCA;NWQ;VQD]
TQZ,77887,183504,741269,1270,[VQD;LJU]
YTQ,95454,250976,982983,1836,[JUZ;LJU;CWG]
ILV,37747,65363,291905,363,[CWG;TRT;EGZ]
DVI,23021,34590,162959,165,[EGZ;ISG;MSA;ZLI]
NNN,55313,110895,470931,694,[UZO]
WFR,87606,219646,871606,1571,[ZLI;WNY]
SQE,72880,166030,677396,1128,[WNY;GHX;KZG;YPQ]
BIJ,15172,20944,102106,88,[CCN]
GKA,32739,54141,245890,287,[JEM]
PCF,65031,140210,581758,921,[YPQ;KLE]
LNS,50305,96936,417097,589,[KLE;MFR;TNB;KGV;RMI;WAB]
EXB,24890,38122,178257,186,[JPF]
JZT,42457,76630,337217,441,[WAB;JWW]
OCK,60024,124739,523607,800,[JWW;IQV;GGM;SWG;YPV;IGT]
XUP,92316,238219,937793,1728,[GUW;IGT;FKT;IQH]
MOL,52175,102057,436938,627,[IQH;ELV;PZN;UIG]
HZX,37449,64674,289105,358,[UIG;JPA;GLW;JEY]
RRC,69742,155477,638502,1043,[JEY;FPK]
WTU,87308,218495,867488,1561,[FPK;BNC;MFX]
FMY,29601,47506,218194,244,[MFX;KBY;RHN;HQJ]
KOQ,47167,88587,384501,528,[HQJ;VHK]
PRH,64734,139270,578246,914,[VHK;EZD;QQX;GUR]
ZJM,97027,257485,1005963,1892,[GUR;SHN]
IBR,39319,69047,306809,388,[JBR;SHN;UMM;QAB;PDT]
ELD,24593,37553,175805,182,[PDT;ELJ;NIQ;DCH]
NDI,56886,115441,488299,728,[DCH;JWA;MYN;IYM;XIF;EVG]
JOV,42160,75899,334301,436,[EVG;NQU;GSN;HEZ;ETN]
SGZ,74452,171433,697210,1172,[WMC;ETN;LLH;QWM]
XIR,92019,237027,933560,1717,[HMR;QWM;IUP;FRR;OAC]
QSA,66604,145230,600484,961,[OAC;FOQ;YVD]
MDN,51878,101236,433765,621,[YVD;RPN;NYS;ULX]
VVS,84170,206533,824570,1461,[ULX;JLA]
AXJ,11737,15575,77196,62,[TZW;JLA;RWR;KSK;WPL]
JPO,44030,80546,352787,469,[WPL;KUD;HVC;MNU]
FAB,29304,46894,215617,240,[NIT]
TUX,79163,188081,757900,1308,[VKI]
ZXO,96729,256247,1001596,1881,[MNU;QLD]
IPT,39022,68345,303976,383,[QLD;ZWU;NFB;TIA]
RHY,71314,160726,657878,1085,[TIA;XUD;LND;AQL;RLX;KMW]
LEL,48740,92734,400730,558,[FNA;KMW;IWO;GPN]
GOY,34014,56924,257394,306,[GPN;CGT;SIY;DCG;KLE;NBG]
QGD,66307,144276,596931,953,[ICT;NBG;RMF;EMV]
ZZH,98599,264069,1029152,1948,[EMV;TLG;YEL;EBC;STM;PYQ]
EBZ,26166,40595,188879,201,[PYQ;IJY]
JEQ,43732,79799,349822,464,[IJY;YEO;BSY;QUJ;GZL;EEO]
TWV,76025,176914,717254,1216,[EEO;USV;EAK;WMN;GRT]
OGI,61299,128604,538203,830,[GRT;DYI;FDQ;BKN;CCO]
YYM,93591,243366,956050,1771,[CCO;UHG]
HQR,35884,61097,274527,334,[UHG;RHN;DCF]
DBE,21158,31177,148019,145,[DCF;FYN;PKA;BNZ]
MTI,53450,105612,450645,654,[BNZ;LPW]
RVA,71017,159728,654201,1077,[LPW;PXJ;XVT;ZSG]
ANF,13310,17988,88473,73,[ZSG;WNN]
WYR,88584,223446,885187,1603,[WNN;ATD;FIE;SQJ;PYT;VFV]
GQW,30876,50165,229342,261,[VFV;ULB;GAK;LMS;LAA]
LSN,48443,91945,397648,552,[LAA;IXF;OOX;GNK]
UKS,80735,193790,778593,1355,[GNK;UMP]
ZNK,98302,262819,1024754,1938,[UMP;FJC;IUP;QNQ;MZF;NLP]
NHG,58161,119182,502540,757,[TON;NLP;LHP;OZA]
SKX,75728,175873,713452,1208,[OZA;HGP;WJB;DIO]
CCC,18020,25674,123553,114,[DIO;KCE;XNW;BJS;YSF;JEZ]
HET,35587,60427,271785,329,[JEZ;NKB;LZN;IOZ;RCS]
MHL,53153,104779,447439,648,[RCS;ZBG]
FRU,27738,43713,202165,220,[ZBG;RZG;QHD;QHZ]
ABH,13012,17525,86320,71,[QHZ;RJW]
KTM,45305,83777,365571,493,[RJW;HMU;NYG;HRQ;OSW;IKH]
TMQ,77597,182470,737508,1262,[IKH;VLI;EMU;HQA;RVA]
PWD,62871,133440,556399,868,[RVA;NEA;FWM;GUI]
YOI,95164,249784,978769,1826,[GUI;UXZ]
DRZ,22731,34051,160613,161,[CHE;UXZ;JZZ;DJY;EAZ]
NJE,55023,110066,467752,688,[EAZ;HTQ;WCL;PEA]
ITR,40297,71377,316192,404,[PEA;RUD]
SLV,72590,165042,673764,1120,[ODM;RUD]
XON,90156,229616,907196,1655,[RUD;WRP;TXU]
GGR,32449,53515,243294,283,[TXU;BSC;HVR;NPL]
LIJ,50015,96152,414048,583,[NPL;IBA]
UAO,82308,199580,799515,1403,[IBA;RCX;CRH;WTU]
QLA,67582,148391,612240,986,[WTU;QMD;ENK;RKQ]
FFW,27441,43118,199638,216,[RKQ;TFE]
OXB,59733,123864,520298,793,[TFE;YCF;VNR;TIL]
KIO,45008,83020,362580,487,[TIL;VWM;CPC;TFD;PPL;YWG]
TAT,77300,181415,733665,1253,[YWG;FIE;AYJ;ICQ;YFT]
HUP,37159,64005,286388,353,[YFT;GWH]
WPL,87018,217377,863484,1552,[JPO;GWH;SFS]
RZY,72292,164030,670043,1112,[SFS;AWT;XJB;RPK;AIW;KOY]
BRC,14585,20000,97774,84,[KOY;HVD;XIM;VVM]
KJH,46877,87831,381532,522,[VVM;DHS]
GUU,32152,52876,240642,279,[DHS;HPD;JVB;SBG;VTU;QAY]
ZED,96736,256276,1001698,1882,[QAY;EFE;NXY;ZHH;KUV]
UOQ,82011,198480,795547,1394,[KUV;BJS;OXE;XCA;IZJ]
ZRH,99577,268203,1043689,1984,[IAI]
JJM,41870,75188,331461,431,[IZJ;SYQ]
SBR,74162,170430,693538,1163,[SYQ;WAK;ASW]
XEI,91729,235866,929435,1708,[QXO;ASW;BJG]
GWN,34021,56939,257458,306,[BJG;NJS;GKU;AOB;ODP;VVJ]
CGA,19295,27873,133389,126,[VVJ;FPC;MIP;IRO;NMZ]
MYE,51588,100438,430675,615,[NMZ;XYJ;VNP;JBA;DER]
HIR,36862,63323,283612,349,[DER;DSS;HEE;LSE;UXZ;INO]
RBW,69154,153534,631314,1027,[INO;MKF;FFA;EPJ;XSW]
ATA,11447,15138,75141,59,[XSW;VUQ;MBJ;FJU;EMC]
FVS,29014,46299,213109,237,[UGK]
KYJ,46580,87059,378500,516,[EMC;WVS]
IKK,38732,67662,301218,379,[IIY;WVS;AJJ]
EVX,24006,36438,170982,176,[AJJ;ITO;RDV]
NNC,56298,113733,481782,715,[AAI;RDV;RSF;CXN;FMY]
SPT,73865,169406,689785,1155,[FMY;LSI;NIA;LBL]
BHY,16157,22551,109442,97,[LBL;HLE;BRU;KHG]
XSK,91432,234680,925219,1698,[KHG;XSP]
QCU,66016,143345,593460,946,[XSP;RGZ;UZG;JMN]
LMH,51291,99622,427518,609,[HNQ]
VEL,83583,204329,816637,1442,[JMN;PJM]
AHD,11150,14694,73045,57,[PJM;HGY;JBS;KLR;XLM;HXY]
JZH,43442,79073,346942,459,[HXY;MVI]
OBZ,61009,127721,534870,823,[MVI;WCK;NNW;KKS;BZH;WUN]
TEQ,78575,185966,750219,1290,[WUN;CZY;RNH;NHX;ICW]
DWV,20868,30656,145722,142,[ICW;QLF;PNE;SUY;UBW]
IYM,38435,66966,298400,374,[UBW;XDX]
RRR,70727,158757,650617,1069,[XDX;ZSD;QNL]
WTJ,88294,222316,881151,1593,[QNL;UBY;TDZ;TNH]
BVA,15860,22063,107221,94,[TNH;EFK]
LOF,48153,91177,394647,546,[EFK;JFS;RZS;RRO]
UGJ,80445,192731,774759,1346,[RRO;RBL]
QQW,65719,142396,589922,938,[RBL;QNS;BWZ;YZA;WPR;YGU]
ZIB,98012,261601,1020467,1927,[YGU;GPV;ODP;CXC;CBR]
VTN,83286,203218,812636,1433,[CBR;QWN;WZN;YMR]
ELS,25578,39449,183967,194,[WVW]
XIG,93004,240990,947626,1751,[YMR;IPF]
MCC,52863,103969,444316,641,[IPF;ASH;STF;PGQ;GAZ;ORA]
VUH,85156,210258,837958,1492,[ORA;DGW;GOO;AQW;TLL]
RFT,70430,157765,646955,1061,[TLL;PKJ;SUI;BSH]
FZQ,30289,48935,224191,253,[BSH;XPQ]
PRU,62581,132542,553026,861,[XPQ;BTT;SCT;MCC;OQT;AJJ]
KCH,47856,90393,391581,541,[AJJ;JCA;LOI]
UUM,80148,191649,770840,1337,[LOI;ISX;UCG;MCD]
DMQ,22440,33514,158267,158,[DHK;MCD;PLO;SUN;UTQ]
IOI,40007,70683,313401,400,[UTQ;EKW;AQJ;DMX]
XJE,89866,228472,903119,1645,[DMX;XIV;WHE;ZPI]
STR,75140,173821,705951,1191,[JQT]
CLV,17433,24678,119073,108,[ZPI;EIX]
LEA,49725,95370,411006,577,[EIX;IGA;OWA;PBL]
QGS,67292,147451,608745,979,[PBL;DFT]
VIJ,84858,209130,833905,1483,[HOY;DFT;IKZ;IOQ;KKK]
EBO,27151,42540,197178,213,[KKK;ZRP;NNW;RJD]
ALA,12425,16621,82101,67,[RJD;RFZ;HZJ;ZRJ;UNF;MQR]
KDF,44718,82283,359667,482,[MQR;FPT;MWS;DVQ;ZJX]
TVK,77010,180387,729919,1245,[ZJX;OJI;XHY;BBH;ART]
PGW,62284,131625,549579,854,[ART;OJL]
YYB,94577,247379,970263,1806,[OJL;ONM;TQW]
DAT,22143,32968,155880,155,[GKU;TQW;VGX]
IDK,39710,69975,310550,395,[VGX;CZS;YCE;DDI;ILQ;WPS]
RVP,72002,163047,666427,1104,[WPS;XHM;LQF;YKB;QEB]
WXG,89569,227303,898952,1635,[QEB;AMQ]
GPL,31861,52254,238053,275,[AMQ;HQD;PXA;PJJ]
LSC,49428,94572,407898,571,[DZL]
ZMZ,99287,266974,1039369,1973,[PJJ;VYE]
JED,41580,74479,328629,426,[VYE;HOY;VLE]
EPQ,26854,41950,194666,209,[VLE;KQA;KFY;NUU]
OHV,59146,122107,513641,780,[NUU;RTM]
XZZ,91439,234708,925318,1698,[RTM;WVV;TUR;BYP;NTY;UWX]
TJM,76713,179336,726091,1236,[UWX;WEM;FMM;GKR;TZF]
CBR,19005,27368,131139,123,[TZF;HUZ;KLX;NML;JWT]
YMD,94279,246164,965961,1795,[JWT;CMQ;VTW;WHC;AFW;SKC]
RWN,68864,152580,627779,1019,[DRH;SKC]
MGA,54139,107552,458109,668,[SKC;YKC;ZHB]
WYE,86431,215121,855403,1533,[ZHB;XGV;FUZ;XOK]
FRJ,28723,45705,210602,233,[XOK;OPV]
BBW,13998,19067,93474,79,[OPV;GDN;DMX;NAY;HJI;MSV]
KTB,46290,86308,375546,511,[XDZ;MSV;UFE;TLO]
PVS,63857,136512,567921,892,[TLO;DRG;CGA]
YOX,96149,253843,993110,1861,[CGA;SAP;BCQ;EJN]
JTG,41282,73755,325729,421,[EJN;EXZ]
SLK,73575,168409,686128,1147,[EXZ;TVB;BOZ;UNQ;LDB;DJV]
XNC,91141,233522,921099,1688,[DJV;WLK]
CQT,18708,26854,128842,120,[WLK;XCM]
LIY,51001,98829,424443,603,[QEJ;XCM]
ACU,10860,14263,71005,55,[XCM;MQE;MAE]
VNH,86134,213983,851326,1523,[MAE;PWS;MTZ;LFQ]
FFL,28426,45101,208048,229,[LFQ;OJI]
OXQ,60719,126839,531545,816,[CPK;OJI;YLB]
TZI,78285,184926,746441,1282,[YLB;NQJ;MHL]
DRM,20578,30137,143431,139,[MHL;NSC;VAD;CGN]
YCZ,95852,252616,988777,1850,[UMU]
DEQ,23419,35333,166190,169,[CGN;ULV]
NWV,55711,112038,475305,702,[ULV;LRX;CKX;GKB]
WOA,88003,221186,877112,1584,[GKB;OMY;CHW;UYY;HDX;IIE]
SZM,73278,167390,682391,1139,[IIE;ZWG;IYO;VNL;WUZ]
BRR,15570,21590,105059,92,[WUZ;WXU]
GTJ,33137,55004,249465,293,[WXU;BQU;ZQR;UYG]
QLN,65429,141473,586475,931,[CSA]
LWA,50703,98017,421294,597,[UYG;KQA]
VOF,82996,202136,808736,1424,[VCB;KQA]
EGK,25288,38888,181555,190,[KQA;WKC;JUU]
JIB,42855,77613,341136,448,[JUU;NDL;NMW;TKR]
SBG,75147,173845,706040,1191,[TKR;NHS]
OLS,60422,125940,528147,809,[NHS;RLG;EOB;ZWS;NLE;VWJ]
CGP,20281,29608,141093,136,[APL;VWJ;LMO;YIY]
MYT,52573,103161,441200,635,[YIY;TJS;RSZ;TBC]
RAL,70140,156798,643386,1053,[GHL;TBC;VIM;JLC;TWH]
WDC,87706,220034,872993,1574,[TWH;HYD]
FVH,29999,48331,221658,249,[FPE;HYD]
BFT,15273,21107,102854,89,[HYD;XUE;LDV]
UPD,79858,190595,767021,1329,[LDV;QZT;GYA;RHS]
PAQ,65132,140529,582953,924,[GWW]
ZSU,97424,259142,1011802,1906,[RHS;LZA]
EUM,24991,38316,179092,187,[LZA;NTO;HWF;QLZ]
NMR,57284,116603,492729,737,[QLZ;RTC]
JXD,42558,76879,338209,443,[QVB;RTC;TAV;AMR;ATS]
SPI,74850,172812,702261,1183,[ATS;NFY;YQP;LRS]
XRZ,92417,238625,939233,1731,[LRS;IZH;CGL;WQI;JAQ;TOK]
HJE,34709,58462,263726,316,[CHZ;TOK;XHD;XXK]
MMV,52276,102337,438017,629,[XXK;CGI;QVF;QXU;YPI;IAR]
VEA,84568,208033,829964,1473,[PVJ;IAR]
AGS,12135,16178,80029,64,[IAR;BBI;NJF]
FJJ,29702,47715,219071,246,[LJO;NJF;RVC]
PBO,61994,130733,546220,847,[RVC;HYK;YOD]
UDF,79561,189519,763117,1320,[YOD;GIT;JEX;FRU;VPK;CXP]
DVK,21853,32438,153557,152,[DLD;CXP;RJT;HTT]
IYB,39420,69286,307774,390,[HTT;PQN;IWL;KRO;OMY;WUU]
WTY,89279,226164,894890,1626,[SOL;WUU;HBS;FMZ]
GLC,31571,51636,235480,271,[FMZ;XGN;CDB;LEM;CJV;FMD]
BVP,16845,23692,114617,103,[FMD;YIH]
HYG,34412,57803,261015,312,[YIH;SRV;YKT;MDN;RBY;MJY]
QQL,66705,145555,601693,963,[GPR;MJY;XOB;JOX]
ZIQ,98997,265748,1035057,1963,[SJL;JOX;VQA]
VSC,84271,206913,825936,1464,[VQA;NLD;SEA]
JNZ,44130,80798,353786,471,[SEA;AMG;IUN;SQB]
TFD,76423,178313,722360,1228,[SQB;AWN]
OPQ,61697,129821,542789,840,[AWN;VWJ;NFH]
YHV,93989,244983,961778,1785,[NFH;RWA;JGL;QCM]
HZA,36282,61999,278214,340,[SXT]
DKM,21556,31897,151185,149,[QCM;RDJ]
MCR,53848,106731,454953,662,[RDJ;XRI;HPA;PGT]
BWN,13707,18609,91354,77,[NGP]
WHA,88982,225000,890738,1616,[PGT;ECB]
GZE,31274,51005,232851,267,[ECB;CXT;IDJ;XEW;EAU;BAI]
PRJ,63567,135605,564523,885,[BAI;ZHA;WLT;XZI;EUM]
UTB,81133,195248,783866,1367,[EUM;YSU;UEO;WBX]
ZWS,98700,264494,1030648,1952,[WBX;RCC]
IOX,40992,73052,322912,416,[RCC;KOJ;YQP;FTH;VDQ;KXE]
EYJ,26266,40792,189718,202,[KXE;ODU;WCF;MAY;EWL]
OQO,58559,120360,507015,766,[EWL;HCT;FVY;MPF]
XIT,90851,232369,916996,1678,[MPF;SKU]
CLK,18418,26355,126608,117,[SKU;EMJ;COR;SLK;ARO;ANH]
HNC,35985,61326,275461,335,[ANH;UYX;MHC]
QGH,68277,150655,620645,1004,[MHC;SPZ;XKY;JWE]
VIY,85844,212875,847353,1514,[JWE;OGL;ITC;WML;VXI;ZLF]
ALP,13410,18144,89197,74,[RDL;ZLF;JUF;NLM]
KDU,45703,84796,369591,500,[NLM;PJP;XEN;UWO;YWI;WGJ]
TVZ,77995,183889,742670,1273,[WGJ;WJV;UJF;BYH;HUM]
PFL,63269,134677,561040,878,[CWG;HUM;VVK]
UID,80836,194160,779929,1358,[KYG;VVK;PTJ]
DAI,23128,34789,163827,166,[PTJ;UUG;ZKG;NHF;OGT]
NSM,55421,111205,472116,696,[OGT;KCJ]
ICZ,40695,72334,320035,411,[TKL;KCJ;GNC]
SUE,72988,166399,678749,1131,[GNC;HJR;DEY;BWF;CZT;SAJ]
XXV,90554,231190,912803,1668,[KCL;SAJ;URQ;GHD]
GPA,32847,54374,246859,289,[GHD;NLI;UGV;XHL;OJD;CAB]
VJW,82706,201057,804843,1415,[CAB;DTY;NAO;JZC]
QUJ,67980,149686,617047,996,[JZC;FWD]
AMN,10272,13397,66892,51,[FWD;OSF;JQI;IDJ]
FOF,27839,43916,203026,221,[IDJ;IWE]
OGK,60131,125062,524828,803,[IWE;DQQ;OTH;LXQ;NOH;LFX]
KRW,45406,84035,366589,494,[FDS;LFX;MYO;HKZ]
TJB,77698,182830,738816,1265,[HKZ;TYZ;EIF]
CBG,19990,29093,138811,133,[EIF;VBZ;CJG;LJZ]
YLS,95265,250198,980235,1830,[LJZ;KQP]
WYT,87416,218912,868979,1564,[KQP;YBH;TPI;OWO;TRC;UQV]
BAL,14983,20639,100707,87,[KWV;UQV;TTR;CDQ]
KTQ,47275,88869,385607,530,[CDQ;QGU;YHS;SKU]
PVH,64842,139611,579521,916,[SKU;XBQ;DMZ;LVP;GFG;WNP]
UYY,82408,199951,800855,1406,[WNP;GSG;UKF;BHE;JGA]
EQD,24701,37760,176696,184,[JGA;YMX]
ZAQ,99975,269894,1049629,1999,[YMX;QUC;WXM;ILH]
SKZ,74560,171806,698579,1175,[ILH;KUB]
OVM,59834,124167,521445,796,[ZKU;KUB;SNP;SMK;QTO]
XNR,92127,237460,935097,1721,[QTO;ZNQ;OLQ;GJZ]
HFV,34419,57819,261078,312,[GJZ;RCM;FJD;LEA;UJF;IPR]
HSZ,37260,64238,287333,355,[IPR;PGK;WFE;KHU;SDJ]
RKE,69552,154849,636177,1038,[SDJ;FYQ;CGO;KQF;TAP]
ACJ,11845,15738,77963,62,[DHR]
FEA,29411,47115,216545,242,[TAP;KBK]
KHS,46978,88094,382564,524,[KBK;HSL;TVQ]
ZBO,96837,256696,1003178,1885,[TVQ;YYQ;ZHU;RMA]
ITT,39130,68600,305005,385,[RMA;ZUI]
EEF,24404,37193,174249,180,[WWK;ZUI;DSQ]
NWK,56696,114888,486191,724,[DSQ;OKC;BHY]
XBT,91829,236267,930860,1711,[BHY;PBS;TQB;AVT]
GTY,34122,57162,258375,307,[AVT;POZ]
QLC,66414,144620,598212,956,[CVW;POZ;XSS]
VNU,83981,205822,822011,1455,[XSS;FSP;LWM;EBN;AWB]
EGZ,26273,40805,189777,202,[DVI]
AQL,11548,15290,75856,60,[AWB;IYQ]
JIQ,43840,80069,350896,466,[IYQ;SOW;EOI;XLL]
OLH,61407,128934,539446,833,[MYZ]
YDM,93699,243804,957602,1775,[XLL;ZRW]
TNZ,78973,187397,755416,1302,[ZRW;POW;QJB;JVT;AKS;LRM]
DFD,21266,31372,148877,146,[LRM;GVE;ETE;KJW;OBH]
IIV,38832,67898,302169,380,[VTB;OBH;BCK]
RAA,71125,160090,655536,1080,[OHX;BCK;XNX]
BFI,16258,22718,110199,98,[XNX;EHP;MCO;FKA;DIZ]
LXN,48551,92231,398767,554,[YHB;DIZ;KHS;BBR]
QZF,66117,143668,594664,948,[BBR;GJH;IBU;ZNO;ARW;KKE]
ZRJ,98410,263273,1026351,1942,[KKE;HFB;BFX;IDV;RLM]
VCW,83684,204707,817999,1446,[RLM;JRY]
EUB,25976,40224,187289,199,[JRY;GGG;ZDN]
NMG,58269,119501,503752,760,[BHM;ZDN;QJN]
TOX,75835,176249,714823,1211,[QJN;QUC;PWX;RHJ;BSI;JFV]
YRO,93402,242599,953333,1765,[CTW;JFV;OBF;TDR]
HJT,35694,60669,272773,331,[TDR;RRT;XDU;MDS;GMG;PTC]
ROC,70828,159095,651863,1072,[PTC;GCC;JDF;YIR;UIF]
AGH,13120,17692,87099,72,[UIF;USF;LQY;EON]
KYL,45413,84053,366660,495,[BMM]
UDU,80546,193099,776092,1349,[EON;SDO]
DVZ,22838,34250,161478,163,[SDO;HMX;HKQ;BIU;ZJB;HSL]
IYQ,40405,71636,317233,406,[AQL;HSL]
SQV,72697,165407,675105,1123,[HSL;MYF;KZI]
NAI,57972,118624,500419,753,[KZI;UPS;HEF;EAJ]
XSM,90264,230043,908715,1658,[EAJ;TXL;VOZ;XSK;KNE;BSL]
SDZ,75538,175209,711026,1202,[BSL;MZC;PUW;UKY;PDV]
CVE,17831,25352,122107,112,[PDV;PZB]
LNJ,50123,96443,415182,585,[PZB;JDE;SLW;SXQ]
QPA,67690,148742,613542,989,[XBH]
VSR,85256,210638,839323,1495,[SXQ;IVP]
FKW,27549,43334,200555,218,[IVP;ENX;CJX;MKD;JUD;QJB]
AUJ,12823,17233,84958,70,[QJB;LKX]
KMO,45115,83293,363658,489,[LKX;VKL;BBQ;GGR;CBA;JQX]
TES,77408,181798,735060,1256,[JQX;VDG;KUO;VUY;GOM]
PPF,62682,132854,554199,863,[GOM;YNI;JYI;UDO;DNY]
YHK,94975,249008,976026,1819,[XZW]
MBG,54834,109526,465684,683,[DNY;GFV]
IMT,40108,70925,314372,401,[GFV;PBM;XPM]
SEX,72400,164397,671391,1114,[XPM;GZR;VUL;BYJ]
BWC,14693,20173,98569,84,[BYJ;XLR]
GYT,32259,53106,241598,280,[XLR;HNK;AGM;ADR]
LBL,49826,95642,412064,579,[ADR;AIF]
UTQ,82118,198877,796978,1397,[IOI;AIF;QJJ;GTO;UVA]
EYY,27252,42741,198033,214,[UVA;JNF;NAF;TZE]
OQD,59544,123297,518150,789,[TZE;GVZ;AQF;PFL;ZXL;AAY]
TSV,77111,180744,731222,1248,[AAY;DIH;RMV;NHZ;UVT]
CLZ,19403,28062,134228,127,[UVT;HMC;QUX;VYZ;LSZ]
